student_id,name,gender,date_of_birth,age,phone_number,ward,parent_availability,source_of_income,special_circumstance,discipline,enrollment_year,KCPE_score,KCPE_grade,application_id,bursary_name,application_deadline,application_date,status,requested_amount,approved_amount,disbursement_status
18515,Cindy Mccall,Female,2008-09-07,15,0760512202,Matisi,1,No,Special Needs,Poor,2022,209,E,18515,Constituency Bursary Fund,2024-06-30,2024-02-16,pending,21000,0,No
18516,Rachael Dean,Male,2010-01-01,14,0743812708,Kinyoro,0,No,Marginalized,Fair,2020,173,E,18516,Constituency Bursary Fund,2024-06-30,2023-07-30,approved,22000,22000,Yes
18517,Seth Williams,Female,2007-04-12,17,0746767875,Kinyoro,2,Yes,Special Needs,Good,2020,316,C,18517,Constituency Bursary Fund,2024-06-30,2024-07-14,approved,24000,24000,Yes
18518,Lance Harper,Female,2005-12-10,18,0715973522,Kinyoro,2,Yes,Special Needs,Good,2020,267,D,18518,Constituency Bursary Fund,2024-06-30,2023-09-05,approved,30000,30000,Yes
18519,Candace Sheppard,Female,2009-06-19,15,0757814709,Machewa,0,No,Special Needs,Good,2019,210,E,18519,Constituency Bursary Fund,2024-06-30,2024-02-17,approved,20000,20000,Yes
18520,Kathryn Thomas,Female,2008-06-24,16,0731615622,Matisi,1,No,Marginalized,Good,2019,205,E,18520,Constituency Bursary Fund,2024-06-30,2023-11-17,approved,16000,16000,Yes
18521,Victoria Perez,Female,2009-05-23,15,0755206219,Machewa,0,No,Marginalized,Good,2020,233,E,18521,Constituency Bursary Fund,2024-06-30,2024-02-12,approved,21000,21000,Yes
18522,Dustin Jones,Female,2006-05-20,18,0727909513,Matisi,1,Yes,None,Fair,2022,161,E,18522,Constituency Bursary Fund,2024-06-30,2024-04-30,approved,27000,27000,Yes
18523,Dennis Jones,Male,2006-04-06,18,0787458121,Saboti,0,No,Marginalized,Fair,2020,221,E,18523,Constituency Bursary Fund,2024-06-30,2024-06-12,approved,30000,30000,Yes
18524,Victoria Flores,Female,2009-05-13,15,0790635669,Matisi,1,Yes,None,Good,2021,438,A,18524,Constituency Bursary Fund,2024-06-30,2024-06-08,approved,28000,28000,Yes
18525,Ashley Carson,Male,2010-02-03,14,0767259335,Machewa,1,No,Special Needs,Fair,2020,248,E,18525,Constituency Bursary Fund,2024-06-30,2023-10-11,approved,13000,13000,Yes
18526,Wendy Ashley,Male,2009-04-09,15,0750209329,Machewa,1,Yes,None,Poor,2020,196,E,18526,Constituency Bursary Fund,2024-06-30,2024-01-07,approved,27000,27000,Yes
18527,Shelly Owens,Female,2009-03-20,15,0745815644,Tuwani,1,Yes,Marginalized,Good,2020,471,A,18527,Constituency Bursary Fund,2024-06-30,2024-07-03,approved,14000,14000,Yes
18528,Amber Hall,Male,2006-03-03,18,0774943476,Tuwani,1,No,None,Good,2021,198,E,18528,Constituency Bursary Fund,2024-06-30,2024-02-24,approved,26000,26000,Yes
18529,Christian Stephenson,Male,2009-04-12,15,0740771252,Machewa,0,No,Special Needs,Fair,2021,172,E,18529,Constituency Bursary Fund,2024-06-30,2024-04-06,approved,14000,14000,Yes
18530,Paul Foster Jr.,Male,2009-07-27,14,0748776986,Machewa,2,No,None,Fair,2022,329,C,18530,Constituency Bursary Fund,2024-06-30,2024-02-23,pending,13000,0,No
18531,Peter Miller,Female,2010-06-19,14,0777251507,Kinyoro,0,No,Special Needs,Fair,2019,413,A,18531,Constituency Bursary Fund,2024-06-30,2024-02-02,approved,13000,13000,Yes
18532,Jennifer Knight,Female,2009-12-03,14,0731806487,Tuwani,1,Yes,Special Needs,Good,2020,295,D,18532,Constituency Bursary Fund,2024-06-30,2023-12-12,approved,23000,23000,Yes
18533,Daniel Khan,Male,2007-11-25,16,0723159305,Machewa,2,Yes,Marginalized,Good,2021,358,B,18533,Constituency Bursary Fund,2024-06-30,2023-12-09,approved,17000,17000,Yes
18534,April Williams,Female,2007-08-16,16,0788803109,Kinyoro,2,Yes,None,Good,2021,399,B,18534,Constituency Bursary Fund,2024-06-30,2024-06-03,approved,25000,25000,Yes
18535,Alicia Moore,Male,2010-05-17,14,0713620012,Kinyoro,2,No,None,Poor,2022,439,A,18535,Constituency Bursary Fund,2024-06-30,2024-05-05,approved,28000,28000,Yes
18536,Anna Fields,Female,2007-12-04,16,0725895524,Saboti,1,No,Special Needs,Poor,2022,467,A,18536,Constituency Bursary Fund,2024-06-30,2024-05-24,approved,27000,27000,Yes
18537,Susan Hoover,Female,2009-11-06,14,0728910006,Machewa,0,No,Marginalized,Good,2019,236,E,18537,Constituency Bursary Fund,2024-06-30,2023-08-26,approved,13000,13000,Yes
18538,Brittany Nguyen,Male,2006-07-19,18,0765093504,Machewa,1,No,Special Needs,Fair,2020,385,B,18538,Constituency Bursary Fund,2024-06-30,2023-11-29,approved,17000,17000,Yes
18539,Ann Coleman,Male,2010-10-08,13,0713890700,Saboti,2,Yes,Special Needs,Fair,2019,333,C,18539,Constituency Bursary Fund,2024-06-30,2024-01-25,approved,25000,25000,Yes
18540,Christopher Cruz,Female,2010-04-18,14,0717783246,Machewa,0,No,None,Fair,2020,434,A,18540,Constituency Bursary Fund,2024-06-30,2024-01-10,approved,19000,19000,Yes
18541,Jamie Strickland,Male,2009-07-15,15,0742464960,Machewa,0,No,Special Needs,Good,2020,311,C,18541,Constituency Bursary Fund,2024-06-30,2024-06-30,approved,23000,23000,Yes
18542,Jeremy Dillon,Female,2006-07-07,18,0750225272,Tuwani,0,No,Marginalized,Poor,2021,295,D,18542,Constituency Bursary Fund,2024-06-30,2023-12-04,approved,26000,26000,Yes
18543,Christopher Lee,Male,2007-01-18,17,0716156178,Tuwani,1,No,Special Needs,Fair,2020,341,C,18543,Constituency Bursary Fund,2024-06-30,2024-01-22,approved,15000,15000,Yes
18544,Alexis Hall,Male,2006-02-13,18,0716442462,Matisi,1,Yes,None,Poor,2019,339,C,18544,Constituency Bursary Fund,2024-06-30,2024-06-12,pending,10000,0,No
18545,Sarah Johnson,Male,2009-11-05,14,0795751484,Saboti,0,No,Marginalized,Fair,2020,308,C,18545,Constituency Bursary Fund,2024-06-30,2023-09-22,pending,12000,0,No
18546,Erica Matthews,Female,2008-01-11,16,0703094018,Tuwani,2,Yes,Special Needs,Poor,2019,219,E,18546,Constituency Bursary Fund,2024-06-30,2023-08-13,pending,14000,0,No
18547,Shannon Delacruz,Male,2010-03-31,14,0794524989,Kinyoro,1,No,Marginalized,Poor,2019,162,E,18547,Constituency Bursary Fund,2024-06-30,2023-09-24,approved,26000,26000,Yes
18548,Mary Green,Male,2006-10-27,17,0745182129,Matisi,0,No,None,Good,2022,217,E,18548,Constituency Bursary Fund,2024-06-30,2024-04-15,approved,22000,22000,Yes
18549,Raymond Wilson,Female,2006-06-13,18,0776493903,Tuwani,2,Yes,Marginalized,Good,2019,470,A,18549,Constituency Bursary Fund,2024-06-30,2024-02-17,approved,12000,12000,Yes
18550,Tiffany Garcia,Female,2009-01-09,15,0775055363,Saboti,0,No,Special Needs,Poor,2022,321,C,18550,Constituency Bursary Fund,2024-06-30,2023-10-29,approved,14000,14000,Yes
18551,Joseph Douglas,Male,2011-06-13,13,0719255339,Tuwani,1,No,None,Good,2022,400,A,18551,Constituency Bursary Fund,2024-06-30,2024-01-28,approved,24000,24000,Yes
18552,Christopher Hayes,Male,2008-10-05,15,0736411090,Matisi,2,Yes,Marginalized,Good,2021,197,E,18552,Constituency Bursary Fund,2024-06-30,2023-09-10,approved,17000,17000,Yes
18553,Randy Mccarty,Male,2010-06-28,14,0761256053,Tuwani,1,Yes,Marginalized,Poor,2022,427,A,18553,Constituency Bursary Fund,2024-06-30,2024-04-04,pending,22000,0,No
18554,Richard Lewis,Female,2009-04-26,15,0778996165,Kinyoro,2,No,Marginalized,Poor,2019,195,E,18554,Constituency Bursary Fund,2024-06-30,2024-06-15,approved,19000,19000,Yes
18555,Christina Nolan,Female,2008-07-10,16,0708457148,Kinyoro,2,Yes,None,Fair,2022,383,B,18555,Constituency Bursary Fund,2024-06-30,2023-12-24,approved,28000,28000,Yes
18556,Herbert Gibbs,Male,2008-07-19,16,0732248454,Tuwani,1,Yes,Marginalized,Fair,2019,420,A,18556,Constituency Bursary Fund,2024-06-30,2024-03-30,approved,16000,16000,Yes
18557,Jennifer Simon,Female,2010-03-20,14,0786922677,Saboti,0,No,None,Fair,2019,325,C,18557,Constituency Bursary Fund,2024-06-30,2023-11-17,approved,21000,21000,Yes
18558,Casey Ramos,Female,2011-02-04,13,0721981704,Matisi,2,Yes,None,Poor,2020,309,C,18558,Constituency Bursary Fund,2024-06-30,2024-03-16,approved,29000,29000,Yes
18559,Michael Meza,Female,2007-06-27,17,0750600537,Tuwani,1,No,Marginalized,Fair,2022,491,A,18559,Constituency Bursary Fund,2024-06-30,2024-01-15,approved,19000,19000,Yes
18560,Tiffany Wilson,Female,2010-08-09,13,0727748352,Machewa,2,No,Marginalized,Poor,2021,498,A,18560,Constituency Bursary Fund,2024-06-30,2024-02-11,approved,21000,21000,Yes
18561,Sonya Pham,Male,2005-08-01,18,0752021997,Matisi,2,No,None,Good,2022,292,D,18561,Constituency Bursary Fund,2024-06-30,2023-08-15,approved,14000,14000,Yes
18562,Laura Day,Male,2007-02-10,17,0742209963,Matisi,2,No,None,Fair,2022,318,C,18562,Constituency Bursary Fund,2024-06-30,2024-02-12,approved,18000,18000,Yes
18563,Alice Oneill,Male,2007-03-08,17,0784948320,Machewa,1,Yes,None,Fair,2022,266,D,18563,Constituency Bursary Fund,2024-06-30,2024-05-29,approved,24000,24000,Yes
18564,Matthew Collins,Female,2011-07-05,13,0771376679,Saboti,0,No,None,Poor,2019,325,C,18564,Constituency Bursary Fund,2024-06-30,2024-05-06,approved,28000,28000,Yes
18565,Mr. Andrew Holloway DDS,Female,2009-11-03,14,0760334686,Matisi,0,No,Special Needs,Fair,2022,356,B,18565,Constituency Bursary Fund,2024-06-30,2023-12-31,approved,10000,10000,Yes
18566,Thomas Jones,Male,2010-06-22,14,0746365435,Tuwani,1,No,None,Poor,2020,341,C,18566,Constituency Bursary Fund,2024-06-30,2023-09-12,pending,12000,0,No
18567,Melissa Taylor,Female,2005-12-16,18,0715861011,Saboti,1,Yes,Marginalized,Good,2022,493,A,18567,Constituency Bursary Fund,2024-06-30,2023-09-09,approved,12000,12000,Yes
18568,Jennifer Lindsey,Male,2008-04-16,16,0717670783,Machewa,1,No,Special Needs,Poor,2020,233,E,18568,Constituency Bursary Fund,2024-06-30,2024-05-08,approved,10000,10000,Yes
18569,Madeline Davenport,Male,2009-02-24,15,0702095963,Matisi,1,No,Special Needs,Good,2020,457,A,18569,Constituency Bursary Fund,2024-06-30,2024-07-04,approved,21000,21000,Yes
18570,Carol Lucas,Male,2010-01-16,14,0754788705,Machewa,2,No,None,Good,2022,176,E,18570,Constituency Bursary Fund,2024-06-30,2023-09-21,pending,12000,0,No
18571,Nicholas Dillon,Female,2009-02-02,15,0741975593,Saboti,1,No,Marginalized,Poor,2021,210,E,18571,Constituency Bursary Fund,2024-06-30,2024-02-22,approved,19000,19000,Yes
18572,Kim Woodward,Female,2007-02-06,17,0732863796,Saboti,1,Yes,Marginalized,Fair,2020,206,E,18572,Constituency Bursary Fund,2024-06-30,2024-02-01,approved,27000,27000,Yes
18573,Richard Mcneil,Female,2006-08-21,17,0721210016,Tuwani,2,No,None,Fair,2019,301,C,18573,Constituency Bursary Fund,2024-06-30,2023-09-04,approved,12000,12000,Yes
18574,Denise Lynn,Male,2009-08-28,14,0716608731,Saboti,1,Yes,Special Needs,Poor,2019,296,D,18574,Constituency Bursary Fund,2024-06-30,2023-12-22,approved,10000,10000,Yes
18575,Richard Mcbride,Female,2010-01-28,14,0780589174,Tuwani,0,No,Marginalized,Poor,2021,246,E,18575,Constituency Bursary Fund,2024-06-30,2024-01-06,approved,15000,15000,Yes
18576,Kathryn Acosta,Male,2010-06-09,14,0745040922,Kinyoro,1,Yes,None,Fair,2020,474,A,18576,Constituency Bursary Fund,2024-06-30,2024-05-09,pending,15000,0,No
18577,Charles Houston,Male,2007-10-06,16,0765198099,Tuwani,1,No,Special Needs,Poor,2019,266,D,18577,Constituency Bursary Fund,2024-06-30,2024-01-29,approved,22000,22000,Yes
18578,Brian Gonzalez,Male,2010-08-02,13,0716488977,Matisi,0,No,None,Poor,2022,478,A,18578,Constituency Bursary Fund,2024-06-30,2023-08-28,approved,13000,13000,Yes
18579,Matthew Abbott,Male,2009-08-31,14,0767848714,Matisi,2,No,Marginalized,Good,2019,405,A,18579,Constituency Bursary Fund,2024-06-30,2024-07-20,approved,12000,12000,Yes
18580,Chad Lindsey,Male,2010-10-13,13,0735373337,Machewa,1,No,None,Fair,2021,460,A,18580,Constituency Bursary Fund,2024-06-30,2024-04-25,pending,20000,0,No
18581,Susan Rowe,Male,2010-09-29,13,0719468790,Tuwani,2,No,None,Good,2019,231,E,18581,Constituency Bursary Fund,2024-06-30,2024-04-01,approved,20000,20000,Yes
18582,John Johnson,Female,2009-08-24,14,0749104703,Kinyoro,2,Yes,Special Needs,Poor,2022,196,E,18582,Constituency Bursary Fund,2024-06-30,2023-10-15,approved,25000,25000,Yes
18583,Angela Lopez,Female,2008-12-04,15,0799576267,Saboti,1,Yes,Special Needs,Fair,2020,356,B,18583,Constituency Bursary Fund,2024-06-30,2023-12-13,approved,16000,16000,Yes
18584,Veronica Lewis,Female,2006-10-17,17,0720486608,Saboti,1,Yes,None,Poor,2019,477,A,18584,Constituency Bursary Fund,2024-06-30,2024-04-02,pending,18000,0,No
18585,Randy Ramirez,Female,2010-01-18,14,0764585879,Matisi,0,No,Special Needs,Good,2019,231,E,18585,Constituency Bursary Fund,2024-06-30,2024-05-14,pending,26000,0,No
18586,Robert Williams,Female,2009-03-23,15,0760404427,Machewa,2,Yes,None,Fair,2022,225,E,18586,Constituency Bursary Fund,2024-06-30,2024-01-15,approved,27000,27000,Yes
18587,Sarah Brown,Male,2005-09-27,18,0757460446,Machewa,0,No,Special Needs,Fair,2020,350,B,18587,Constituency Bursary Fund,2024-06-30,2023-11-30,approved,16000,16000,Yes
18588,Eddie Carpenter,Male,2008-01-17,16,0796135488,Matisi,2,Yes,Special Needs,Fair,2019,450,A,18588,Constituency Bursary Fund,2024-06-30,2024-06-02,approved,13000,13000,Yes
18589,Colleen Mitchell,Male,2008-04-01,16,0723362628,Saboti,1,No,Special Needs,Good,2022,197,E,18589,Constituency Bursary Fund,2024-06-30,2023-11-30,approved,15000,15000,Yes
18590,Courtney Bass,Male,2011-04-04,13,0778422272,Saboti,1,No,Marginalized,Poor,2022,160,E,18590,Constituency Bursary Fund,2024-06-30,2024-01-05,approved,10000,10000,Yes
18591,Valerie Young,Male,2008-08-27,15,0723640016,Machewa,1,No,Marginalized,Poor,2019,454,A,18591,Constituency Bursary Fund,2024-06-30,2023-12-03,approved,26000,26000,Yes
18592,Mr. Daniel Butler,Male,2006-04-25,18,0705587517,Saboti,0,No,None,Poor,2022,428,A,18592,Constituency Bursary Fund,2024-06-30,2024-01-29,approved,11000,11000,Yes
18593,Michael Alexander,Female,2009-10-14,14,0730937006,Saboti,0,No,Marginalized,Poor,2022,310,C,18593,Constituency Bursary Fund,2024-06-30,2024-03-31,approved,15000,15000,Yes
18594,Ronnie Hogan,Male,2010-03-23,14,0717401981,Tuwani,2,Yes,Marginalized,Good,2020,409,A,18594,Constituency Bursary Fund,2024-06-30,2024-03-13,approved,20000,20000,Yes
18595,Matthew Miller,Female,2005-11-22,18,0728758943,Kinyoro,1,Yes,Special Needs,Fair,2022,340,C,18595,Constituency Bursary Fund,2024-06-30,2024-04-01,approved,19000,19000,Yes
18596,Timothy Knight,Female,2010-04-21,14,0749520537,Saboti,2,No,None,Poor,2021,166,E,18596,Constituency Bursary Fund,2024-06-30,2024-01-07,approved,21000,21000,Yes
18597,David Colon,Female,2009-12-10,14,0742757916,Tuwani,1,No,Special Needs,Fair,2020,463,A,18597,Constituency Bursary Fund,2024-06-30,2023-11-19,pending,24000,0,No
18598,Amanda Harris,Male,2011-01-26,13,0701282627,Machewa,0,No,Special Needs,Good,2020,326,C,18598,Constituency Bursary Fund,2024-06-30,2023-08-24,approved,24000,24000,Yes
18599,Susan Cook,Male,2010-08-27,13,0719474705,Matisi,1,No,Marginalized,Fair,2022,359,B,18599,Constituency Bursary Fund,2024-06-30,2024-07-04,approved,13000,13000,Yes
18600,Anthony Thompson,Male,2009-10-22,14,0717223126,Saboti,2,Yes,Marginalized,Good,2021,379,B,18600,Constituency Bursary Fund,2024-06-30,2024-03-29,approved,21000,21000,Yes
18601,Raymond Bates,Female,2007-06-02,17,0792903554,Saboti,1,No,Special Needs,Fair,2019,196,E,18601,Constituency Bursary Fund,2024-06-30,2024-02-29,approved,25000,25000,Yes
18602,Chad Edwards,Female,2007-02-23,17,0737705360,Kinyoro,0,No,Marginalized,Poor,2020,352,B,18602,Constituency Bursary Fund,2024-06-30,2023-11-01,approved,14000,14000,Yes
18603,Kevin Horn,Male,2008-10-22,15,0727519674,Matisi,1,No,Special Needs,Poor,2022,411,A,18603,Constituency Bursary Fund,2024-06-30,2024-03-28,approved,28000,28000,Yes
18604,Anthony Watson,Female,2006-06-13,18,0719302891,Machewa,2,No,Special Needs,Poor,2019,440,A,18604,Constituency Bursary Fund,2024-06-30,2024-05-29,approved,22000,22000,Yes
18605,Alvin Powers,Female,2011-01-14,13,0700954061,Kinyoro,1,No,None,Poor,2020,163,E,18605,Constituency Bursary Fund,2024-06-30,2023-10-25,approved,10000,10000,Yes
18606,Linda Hernandez,Female,2006-04-21,18,0790082542,Saboti,0,No,Special Needs,Good,2022,294,D,18606,Constituency Bursary Fund,2024-06-30,2023-10-27,approved,21000,21000,Yes
18607,Daniel Davis,Male,2007-06-10,17,0744428675,Machewa,0,No,Marginalized,Poor,2021,246,E,18607,Constituency Bursary Fund,2024-06-30,2023-10-08,approved,16000,16000,Yes
18608,Dr. Amber Edwards,Male,2007-03-25,17,0707280200,Saboti,1,No,Marginalized,Poor,2022,395,B,18608,Constituency Bursary Fund,2024-06-30,2023-08-07,approved,27000,27000,Yes
18609,Gregory Medina,Male,2006-04-12,18,0722636748,Machewa,2,No,Marginalized,Fair,2021,285,D,18609,Constituency Bursary Fund,2024-06-30,2023-10-26,approved,16000,16000,Yes
18610,Brian Johnson,Male,2009-04-28,15,0706441348,Machewa,0,No,Special Needs,Poor,2020,468,A,18610,Constituency Bursary Fund,2024-06-30,2023-07-22,approved,20000,20000,Yes
18611,Xavier Patel,Female,2006-10-27,17,0785047366,Saboti,0,No,Marginalized,Poor,2020,191,E,18611,Constituency Bursary Fund,2024-06-30,2023-12-08,approved,21000,21000,Yes
18612,Lisa Williams,Female,2008-11-06,15,0745461940,Saboti,2,No,None,Good,2021,387,B,18612,Constituency Bursary Fund,2024-06-30,2024-01-25,approved,16000,16000,Yes
18613,Mary Johnson,Female,2005-12-16,18,0758301124,Kinyoro,1,Yes,None,Poor,2021,463,A,18613,Constituency Bursary Fund,2024-06-30,2024-01-14,approved,21000,21000,Yes
18614,Rachel Johnson,Male,2006-03-03,18,0735753076,Matisi,2,No,None,Fair,2022,365,B,18614,Constituency Bursary Fund,2024-06-30,2024-02-14,approved,16000,16000,Yes
18615,Janice Bonilla,Female,2008-04-26,16,0784340748,Machewa,0,No,Marginalized,Poor,2019,281,D,18615,Constituency Bursary Fund,2024-06-30,2024-05-04,approved,19000,19000,Yes
18616,Tony Hernandez,Female,2007-10-14,16,0712686657,Matisi,0,No,None,Good,2020,425,A,18616,Constituency Bursary Fund,2024-06-30,2024-01-24,approved,30000,30000,Yes
18617,Jamie Cooper,Male,2009-01-19,15,0719593274,Tuwani,0,No,Special Needs,Fair,2019,236,E,18617,Constituency Bursary Fund,2024-06-30,2024-05-21,approved,20000,20000,Yes
18618,Matthew Robles,Female,2009-12-20,14,0747357358,Matisi,0,No,Marginalized,Good,2021,321,C,18618,Constituency Bursary Fund,2024-06-30,2023-12-11,pending,18000,0,No
18619,Benjamin Garcia,Male,2010-05-26,14,0700074209,Matisi,0,No,Special Needs,Poor,2020,463,A,18619,Constituency Bursary Fund,2024-06-30,2024-05-01,approved,11000,11000,Yes
18620,Sarah Kane,Female,2007-03-28,17,0729089034,Kinyoro,0,No,Special Needs,Poor,2020,436,A,18620,Constituency Bursary Fund,2024-06-30,2023-10-03,pending,18000,0,No
18621,Daniel Montes,Male,2009-07-13,15,0707058250,Kinyoro,1,Yes,None,Fair,2022,274,D,18621,Constituency Bursary Fund,2024-06-30,2023-08-13,pending,21000,0,No
18622,Wayne Powell PhD,Male,2008-05-31,16,0717431850,Kinyoro,0,No,None,Fair,2020,421,A,18622,Constituency Bursary Fund,2024-06-30,2024-03-13,pending,12000,0,No
18623,Jesse Noble,Female,2008-09-03,15,0753937655,Saboti,0,No,Special Needs,Poor,2020,269,D,18623,Constituency Bursary Fund,2024-06-30,2023-08-02,approved,20000,20000,Yes
18624,Cheryl Anderson,Male,2005-09-26,18,0741305261,Matisi,2,Yes,Marginalized,Poor,2020,227,E,18624,Constituency Bursary Fund,2024-06-30,2023-10-18,approved,18000,18000,Yes
18625,Gary Ramirez,Female,2010-09-19,13,0782570391,Tuwani,2,No,None,Fair,2021,413,A,18625,Constituency Bursary Fund,2024-06-30,2024-03-10,approved,20000,20000,Yes
18626,Lisa Curtis,Female,2008-12-12,15,0703179674,Kinyoro,0,No,None,Poor,2022,196,E,18626,Constituency Bursary Fund,2024-06-30,2023-08-22,pending,23000,0,No
18627,Carlos Ramirez,Male,2008-11-28,15,0768634494,Kinyoro,2,Yes,None,Good,2021,493,A,18627,Constituency Bursary Fund,2024-06-30,2024-06-24,approved,25000,25000,Yes
18628,Joshua Williams,Female,2010-03-20,14,0791382572,Tuwani,1,Yes,Special Needs,Fair,2022,178,E,18628,Constituency Bursary Fund,2024-06-30,2024-06-09,approved,12000,12000,Yes
18629,Brenda Singleton,Female,2007-06-16,17,0789305715,Kinyoro,1,Yes,Marginalized,Poor,2021,362,B,18629,Constituency Bursary Fund,2024-06-30,2023-11-18,approved,13000,13000,Yes
18630,Kim Moss,Female,2007-04-07,17,0712547136,Machewa,1,No,None,Good,2019,242,E,18630,Constituency Bursary Fund,2024-06-30,2023-10-08,approved,22000,22000,Yes
18631,Steven Foster,Female,2011-04-22,13,0767542717,Matisi,2,Yes,Marginalized,Fair,2021,479,A,18631,Constituency Bursary Fund,2024-06-30,2024-03-23,pending,10000,0,No
18632,Gerald Austin,Female,2006-03-12,18,0781965615,Kinyoro,1,Yes,None,Good,2020,470,A,18632,Constituency Bursary Fund,2024-06-30,2023-12-31,approved,12000,12000,Yes
18633,Wendy Reyes,Female,2008-02-18,16,0788186040,Saboti,2,Yes,Marginalized,Good,2019,418,A,18633,Constituency Bursary Fund,2024-06-30,2023-10-21,approved,17000,17000,Yes
18634,Nicholas Lynch,Male,2009-07-26,14,0769103030,Kinyoro,0,No,Special Needs,Poor,2019,445,A,18634,Constituency Bursary Fund,2024-06-30,2024-01-26,approved,24000,24000,Yes
18635,Janice Berg,Female,2006-10-23,17,0786563947,Matisi,2,No,Special Needs,Poor,2022,195,E,18635,Constituency Bursary Fund,2024-06-30,2024-04-28,approved,16000,16000,Yes
18636,Brittney Ross,Male,2007-02-24,17,0720811705,Matisi,2,Yes,Marginalized,Fair,2022,427,A,18636,Constituency Bursary Fund,2024-06-30,2023-07-21,approved,12000,12000,Yes
18637,Julie Johnson,Male,2007-08-03,16,0796039162,Matisi,1,No,None,Poor,2019,310,C,18637,Constituency Bursary Fund,2024-06-30,2023-12-18,approved,17000,17000,Yes
18638,Paul Lucas,Female,2008-04-06,16,0716459348,Matisi,0,No,None,Fair,2019,206,E,18638,Constituency Bursary Fund,2024-06-30,2023-12-18,approved,10000,10000,Yes
18639,Michelle Aguilar,Female,2009-09-16,14,0733784737,Machewa,0,No,None,Good,2021,170,E,18639,Constituency Bursary Fund,2024-06-30,2024-05-23,approved,21000,21000,Yes
18640,Karen Davis,Female,2007-05-21,17,0766450291,Machewa,1,Yes,Special Needs,Poor,2022,462,A,18640,Constituency Bursary Fund,2024-06-30,2024-04-25,approved,25000,25000,Yes
18641,Audrey Davis,Male,2011-01-11,13,0782764181,Tuwani,2,No,Special Needs,Fair,2020,296,D,18641,Constituency Bursary Fund,2024-06-30,2023-09-30,approved,16000,16000,Yes
18642,Molly Keller,Female,2009-01-28,15,0767308399,Machewa,0,No,None,Good,2022,400,A,18642,Constituency Bursary Fund,2024-06-30,2023-09-26,approved,20000,20000,Yes
18643,Tyrone Curry,Female,2007-09-28,16,0749041271,Matisi,2,Yes,Special Needs,Poor,2020,393,B,18643,Constituency Bursary Fund,2024-06-30,2024-02-05,approved,30000,30000,Yes
18644,Gloria Zimmerman,Female,2007-12-10,16,0777594136,Saboti,0,No,Special Needs,Good,2019,243,E,18644,Constituency Bursary Fund,2024-06-30,2023-09-14,pending,14000,0,No
18645,Samuel Duarte,Female,2008-09-07,15,0792877950,Machewa,2,No,Special Needs,Good,2021,240,E,18645,Constituency Bursary Fund,2024-06-30,2024-06-25,approved,11000,11000,Yes
18646,Kim Valdez,Female,2005-08-02,18,0722993331,Tuwani,0,No,None,Fair,2019,301,C,18646,Constituency Bursary Fund,2024-06-30,2024-01-16,approved,18000,18000,Yes
18647,Tara Butler,Female,2005-10-17,18,0759072293,Matisi,2,Yes,Marginalized,Fair,2022,242,E,18647,Constituency Bursary Fund,2024-06-30,2024-03-06,approved,30000,30000,Yes
18648,Edward Liu,Female,2007-02-05,17,0785621020,Machewa,2,No,Marginalized,Good,2021,328,C,18648,Constituency Bursary Fund,2024-06-30,2024-02-13,approved,19000,19000,Yes
18649,Charles Young,Female,2007-03-14,17,0706335361,Matisi,2,Yes,None,Fair,2019,282,D,18649,Constituency Bursary Fund,2024-06-30,2023-09-22,approved,27000,27000,Yes
18650,Anthony Thomas,Male,2011-06-16,13,0782970030,Tuwani,2,No,Special Needs,Fair,2021,168,E,18650,Constituency Bursary Fund,2024-06-30,2023-11-25,pending,27000,0,No
18651,Bryan Nguyen,Male,2006-02-10,18,0723116955,Saboti,0,No,Special Needs,Good,2020,371,B,18651,Constituency Bursary Fund,2024-06-30,2024-02-02,pending,28000,0,No
18652,Stephen Duran,Female,2007-04-12,17,0725611703,Machewa,0,No,None,Poor,2020,196,E,18652,Constituency Bursary Fund,2024-06-30,2023-10-16,approved,22000,22000,Yes
18653,Richard Ellis,Female,2010-12-12,13,0728379400,Kinyoro,1,Yes,Marginalized,Fair,2019,320,C,18653,Constituency Bursary Fund,2024-06-30,2024-02-02,approved,30000,30000,Yes
18654,Rachel Wade,Male,2009-06-28,15,0705586261,Matisi,1,Yes,None,Good,2021,409,A,18654,Constituency Bursary Fund,2024-06-30,2024-01-07,approved,17000,17000,Yes
18655,Jerry Robertson,Female,2010-09-24,13,0701277005,Matisi,0,No,Special Needs,Good,2022,359,B,18655,Constituency Bursary Fund,2024-06-30,2024-04-19,approved,22000,22000,Yes
18656,Mariah Howell,Male,2006-07-29,17,0772129738,Machewa,2,Yes,Marginalized,Poor,2021,354,B,18656,Constituency Bursary Fund,2024-06-30,2023-12-31,approved,29000,29000,Yes
18657,Alexander Murphy,Male,2007-05-16,17,0734676977,Kinyoro,2,No,Special Needs,Poor,2020,370,B,18657,Constituency Bursary Fund,2024-06-30,2024-03-05,approved,29000,29000,Yes
18658,Jason Cox,Male,2008-01-07,16,0755112593,Kinyoro,0,No,Special Needs,Fair,2021,454,A,18658,Constituency Bursary Fund,2024-06-30,2024-01-29,approved,11000,11000,Yes
18659,Angela Blackwell,Male,2007-05-26,17,0741385138,Matisi,0,No,Special Needs,Fair,2021,264,D,18659,Constituency Bursary Fund,2024-06-30,2024-07-16,pending,24000,0,No
